序号,出发地,抵达地,航班号,航空公司,飞机号,起步价,载客量,头等舱,商务舱,经济舱,起飞机场,降落机场,月,日,星期,时,分,抵达时,抵达分
1996,广州,上海,FM9302,上海航空,B737,1308,159,0,10,12,白云机场,浦东机场,12,8,0,7,30,9,50
1997,广州,上海,MU9302,东方航空,B737,1308,159,0,6,79,白云机场,浦东机场,5,29,0,7,30,9,50
1998,广州,上海,HU7141,海南航空,B737,1308,159,0,1,81,白云机场,浦东机场,7,19,1,8,20,10,40
1999,广州,上海,Y87141,扬子江航空,B737,1831,159,0,5,137,白云机场,浦东机场,3,24,0,8,20,10,40
2000,广州,上海,FM9304,上海航空,JET,916,20,0,0,5,白云机场,虹桥机场,11,24,6,8,30,10,50
2001,广州,上海,MU9304,东方航空,JET,1177,20,0,0,0,白云机场,虹桥机场,3,2,1,8,30,10,50
2002,广州,上海,CZ3609,南方航空,A320,916,158,0,2,58,白云机场,浦东机场,3,5,5,9,0,11,20
2003,广州,上海,CZ3611,南方航空,A320,1439,158,0,4,84,白云机场,浦东机场,1,28,5,9,0,11,20
2004,广州,上海,CZ3613,南方航空,A320,1962,158,0,8,61,白云机场,浦东机场,8,11,1,9,0,11,20
2005,广州,上海,MU5302,东方航空,B737,1177,159,0,4,17,白云机场,虹桥机场,1,28,5,10,30,12,50
2006,广州,上海,9C8836,春秋航空,A320,1570,158,0,1,62,白云机场,虹桥机场,8,15,4,10,55,13,20
2007,广州,上海,CZ3525,南方航空,A330,916,311,34,19,248,白云机场,虹桥机场,1,23,3,13,0,15,20
2008,广州,上海,CZ379,南方航空,A320,1831,158,0,0,85,白云机场,浦东机场,11,8,1,14,0,16,20
2009,广州,上海,CZ3571,南方航空,B737,1700,159,0,11,8,白云机场,虹桥机场,2,25,0,15,0,17,20
2010,广州,上海,MU5308,东方航空,B737,1046,159,0,2,73,白云机场,虹桥机场,12,19,3,15,30,18,0
2011,广州,上海,CZ3503,南方航空,B787,1439,293,14,20,174,白云机场,虹桥机场,9,24,1,16,0,18,20
2012,广州,上海,HU7121,海南航空,B737,1308,159,0,7,6,白云机场,虹桥机场,11,27,3,16,5,18,25
2013,广州,上海,FM9316,上海航空,JET,1177,20,0,0,5,白云机场,虹桥机场,7,24,3,16,30,18,50
2014,广州,上海,MU9316,东方航空,JET,1831,20,0,0,11,白云机场,虹桥机场,4,23,0,16,30,18,50
2015,广州,上海,9C8856,春秋航空,A320,1962,158,0,0,33,白云机场,虹桥机场,2,26,6,16,45,19,5
2016,广州,上海,CZ3581,南方航空,B777,1700,311,2,42,29,白云机场,虹桥机场,4,21,2,17,0,19,20
2017,广州,上海,CZ3547,南方航空,A321,1570,177,0,1,33,白云机场,虹桥机场,8,5,0,19,0,21,20
2018,广州,上海,CZ3595,南方航空,A321,1700,177,0,11,48,白云机场,虹桥机场,12,3,5,20,0,22,20
2019,广州,上海,9C8932,春秋航空,A320,1439,158,0,1,54,白云机场,虹桥机场,7,8,5,21,35,23,50
2020,广州,上海,CZ3176,南方航空,A320,1177,158,0,4,1,白云机场,浦东机场,8,10,2,22,0,0,20
2021,广州,上海,MF1072,厦门航空,A320,916,158,0,0,120,白云机场,浦东机场,9,1,3,22,0,0,20
2022,广州,上海,MU3059,东方航空,A320,916,158,0,6,26,白云机场,浦东机场,7,23,4,22,0,0,20
2023,广州,沈阳,HU7031,海南航空,B737,2672,159,0,10,77,白云机场,桃仙机场,2,12,6,6,15,10,50
2024,广州,沈阳,ZH9651,深圳航空,A320,3206,158,0,8,126,白云机场,桃仙机场,5,15,0,6,50,11,50
2025,广州,沈阳,ZH9651,深圳航空,A320,3206,158,0,8,120,白云机场,桃仙机场,1,31,2,6,50,11,55
2026,广州,沈阳,HU7031,海南航空,B737,2939,159,0,2,89,白云机场,桃仙机场,3,15,2,7,5,11,50
2027,广州,沈阳,CZ3601,南方航空,A320,4008,158,0,3,36,白云机场,桃仙机场,4,21,2,8,5,11,45
2028,广州,沈阳,ZH9653,深圳航空,A320,1870,158,0,5,77,白云机场,桃仙机场,7,3,3,8,30,14,20
2029,广州,沈阳,CZ6316,南方航空,A320,2672,158,0,2,51,白云机场,桃仙机场,5,30,6,10,20,14,5
2030,广州,沈阳,MF1969,厦门航空,A320,3741,158,0,1,8,白云机场,桃仙机场,2,18,0,10,20,14,5
2031,广州,沈阳,ZH9655,深圳航空,A320,3206,158,0,3,105,白云机场,桃仙机场,11,24,6,12,25,16,10
2032,广州,沈阳,CZ352,南方航空,A321,4008,177,0,15,38,白云机场,桃仙机场,5,1,0,13,20,17,5
2033,广州,沈阳,ZH9657,深圳航空,A320,2138,158,0,4,82,白云机场,桃仙机场,12,14,1,14,25,18,15
2034,广州,沈阳,CZ6470,南方航空,A319,2939,124,0,6,14,白云机场,桃仙机场,11,8,1,15,20,19,15
2035,广州,沈阳,MF4113,厦门航空,A319,3741,124,0,7,14,白云机场,桃仙机场,6,14,0,15,20,19,15
2036,广州,沈阳,CZ6302,南方航空,A320,2672,158,0,4,144,白云机场,桃仙机场,7,29,5,20,15,23,55
2037,广州,石家庄,CZ3131,南方航空,B737,1640,159,0,1,65,白云机场,正定机场,3,27,4,7,50,10,50
2038,广州,石家庄,CZ3131,南方航空,B737,2551,159,0,10,75,白云机场,正定机场,3,26,5,7,55,10,50
2039,广州,石家庄,CZ3131,南方航空,B737,1275,159,0,11,14,白云机场,正定机场,9,19,6,8,5,11,0
2040,广州,石家庄,CZ9886,南方航空,B737,2004,159,0,6,113,白云机场,正定机场,7,17,3,12,10,15,5
2041,广州,石家庄,MF7002,厦门航空,B737,1822,159,0,8,10,白云机场,正定机场,7,8,5,12,10,15,5
2042,广州,石家庄,NS3204,河北航空,B737,2186,159,0,12,35,白云机场,正定机场,7,6,0,12,10,15,5
2043,广州,石家庄,9C8900,春秋航空,A320,2369,158,0,4,65,白云机场,正定机场,10,27,4,17,55,20,55
2044,广州,厦门,CZ3723,南方航空,A320,397,158,0,1,132,白云机场,高崎机场,6,2,5,6,50,8,15
2045,广州,厦门,MF1541,厦门航空,A320,680,158,0,1,61,白云机场,高崎机场,5,15,0,6,50,8,15
2046,广州,厦门,CZ3723,南方航空,A320,680,158,0,0,96,白云机场,高崎机场,2,5,6,6,50,8,25
2047,广州,厦门,CZ3723,南方航空,A320,454,158,0,1,2,白云机场,高崎机场,11,5,4,6,55,8,20
2048,广州,厦门,CZ3723,南方航空,A320,680,158,0,4,72,白云机场,高崎机场,10,14,3,7,0,8,25
2049,广州,厦门,ZH9979,深圳航空,A320,737,158,0,3,13,白云机场,高崎机场,10,27,4,7,10,8,40
2050,广州,厦门,MF8306,厦门航空,B737,454,159,0,3,142,白云机场,高崎机场,11,1,1,9,40,11,10
2051,广州,厦门,CZ3741,南方航空,B737,737,159,0,3,55,白云机场,高崎机场,3,12,5,11,50,13,30
2052,广州,厦门,CZ3741,南方航空,JET,397,20,0,0,1,白云机场,高崎机场,4,15,1,11,55,13,30
2053,广州,厦门,CZ3741,南方航空,JET,794,20,0,0,5,白云机场,高崎机场,8,13,6,12,0,13,30
2054,广州,厦门,MF8334,厦门航空,B737,510,159,0,1,35,白云机场,高崎机场,2,16,2,14,40,16,10
2055,广州,厦门,CZ3879,南方航空,ERJ-190,794,78,0,0,40,白云机场,高崎机场,9,12,6,15,45,17,15
2056,广州,厦门,CZ3805,南方航空,A319,851,124,0,6,3,白云机场,高崎机场,1,2,3,19,55,21,25
2057,广州,厦门,CZ3805,南方航空,A319,737,124,0,6,8,白云机场,高崎机场,2,1,3,20,0,21,25
2058,广州,厦门,CA4630,中国国航,B737,680,159,0,11,62,白云机场,高崎机场,9,4,0,21,5,22,40
2059,广州,厦门,SC4630,山东航空,B737,567,159,0,8,47,白云机场,高崎机场,8,9,3,21,5,22,40
2060,广州,厦门,ZH3014,深圳航空,B737,397,159,0,11,24,白云机场,高崎机场,2,28,4,21,5,22,40
2061,广州,厦门,MF8302,厦门航空,B737,397,159,0,5,37,白云机场,高崎机场,12,21,1,22,0,23,35
2062,桂林,北京,CZ3281,南方航空,B737,2264,159,0,2,120,两江机场,首都机场,2,2,2,8,10,10,55
2063,桂林,北京,CN7216,大新华航空,B737,1510,159,0,8,144,两江机场,首都机场,11,2,0,14,20,17,10
2064,桂林,北京,HU7216,海南航空,B737,2642,159,0,2,16,两江机场,首都机场,10,15,2,14,20,17,10
2065,桂林,北京,CN7216,大新华航空,B737,2642,159,0,3,61,两江机场,首都机场,5,13,2,16,15,19,5
2066,桂林,北京,HU7216,海南航空,B737,1698,159,0,0,41,两江机场,首都机场,1,26,0,16,15,19,5
2067,桂林,北京,CA1472,中国国航,JET,1510,20,0,0,19,两江机场,首都机场,3,9,1,16,30,21,35
2068,桂林,北京,G54238,华夏航空,JET,2453,20,0,0,6,两江机场,首都机场,10,9,1,16,30,21,35
2069,桂林,北京,ZH1472,深圳航空,JET,1510,20,0,0,17,两江机场,首都机场,8,10,2,16,30,21,35
2070,桂林,北京,CZ3287,南方航空,B737,1510,159,0,1,81,两江机场,首都机场,11,26,4,16,40,19,30
2071,桂林,北京,CA1312,中国国航,B737,2642,159,0,8,97,两江机场,首都机场,7,10,3,19,0,22,0
2072,桂林,成都,SC4763,山东航空,B737,878,159,0,1,36,两江机场,双流机场,11,25,5,8,45,10,30
2073,桂林,成都,CA4324,中国国航,A321,780,177,0,2,152,两江机场,双流机场,5,11,4,10,45,12,30
2074,桂林,成都,CA4268,中国国航,A320,1170,158,0,1,6,两江机场,双流机场,10,25,6,23,40,1,30
2075,桂林,重庆,CZ3239,南方航空,B737,794,159,0,8,126,两江机场,江北机场,11,5,4,8,50,10,20
2076,桂林,重庆,CA5870,中国国航,CRJ900,530,79,0,31,17,两江机场,江北机场,1,9,3,10,45,14,25
2077,桂林,重庆,CZ5852,南方航空,CRJ900,728,79,0,1,2,两江机场,江北机场,5,28,1,10,45,14,25
2078,桂林,重庆,G52728,华夏航空,CRJ900,794,79,0,26,19,两江机场,江北机场,3,26,5,10,45,14,25
2079,桂林,重庆,G52728,华夏航空,CRJ900,662,79,0,34,16,两江机场,江北机场,7,31,3,10,45,14,25
2080,桂林,重庆,SC2728,山东航空,CRJ900,530,79,0,42,24,两江机场,江北机场,1,3,2,10,45,14,25
2081,桂林,重庆,G52790,华夏航空,CRJ900,728,79,0,53,15,两江机场,江北机场,8,16,3,22,30,23,55
2082,桂林,福州,3U4072,四川航空,B737,770,159,0,7,1,两江机场,长乐机场,3,20,4,9,55,11,30
2083,桂林,福州,CZ5376,南方航空,B737,880,159,0,4,10,两江机场,长乐机场,7,24,3,9,55,11,30
2084,桂林,福州,MF8476,厦门航空,B737,770,159,0,0,9,两江机场,长乐机场,11,30,0,9,55,11,30
2085,桂林,福州,MU8556,东方航空,B737,770,159,0,10,22,两江机场,长乐机场,8,31,2,9,55,11,30
2086,桂林,福州,NS8476,河北航空,B737,1320,159,0,10,22,两江机场,长乐机场,8,14,5,9,55,11,30
2087,桂林,广州,CZ3244,南方航空,ERJ-190,497,78,0,0,44,两江机场,白云机场,3,14,3,19,0,20,10
2088,桂林,海口,HU7674,海南航空,B737,1082,159,0,4,123,两江机场,美兰机场,10,6,4,16,10,17,30
2089,桂林,海口,JD5520,首都航空,JET,618,20,0,0,19,两江机场,美兰机场,9,29,3,16,15,17,35
2090,桂林,海口,JD5782,首都航空,A320,541,158,0,1,39,两江机场,美兰机场,8,29,4,17,35,18,55
2091,桂林,海口,JD5782,首都航空,A320,696,158,0,6,30,两江机场,美兰机场,10,6,4,17,35,19,0
2092,桂林,海口,GS6532,天津航空,ERJ-190,696,78,0,0,1,两江机场,美兰机场,2,22,3,18,40,20,5
2093,桂林,海口,GS6532,天津航空,ERJ-190,696,78,0,0,31,两江机场,美兰机场,7,13,0,19,35,21,0
2094,桂林,海口,HU7028,海南航空,B737,696,159,0,1,89,两江机场,美兰机场,8,24,2,20,40,22,5
2095,桂林,杭州,CA4646,中国国航,B737,1845,159,0,9,38,两江机场,萧山机场,3,10,0,13,55,15,50
2096,桂林,杭州,CA4646,中国国航,B737,1230,159,0,0,69,两江机场,萧山机场,5,15,0,13,55,15,50
2097,桂林,杭州,SC4646,山东航空,B737,1353,159,0,11,126,两江机场,萧山机场,5,20,2,13,55,15,50
2098,桂林,杭州,SC4646,山东航空,B737,1845,159,0,10,93,两江机场,萧山机场,10,18,6,13,55,15,50
2099,桂林,杭州,HU7270,海南航空,B737,861,159,0,11,66,两江机场,萧山机场,5,20,2,15,10,17,5
2100,桂林,杭州,GJ8852,长龙航空,A320,1353,158,0,3,71,两江机场,萧山机场,2,3,1,20,5,22,10
2101,桂林,济南,SC1200,山东航空,B737,2345,159,0,3,11,两江机场,遥墙机场,5,21,1,19,0,21,20
2102,桂林,昆明,CZ3247,南方航空,B737,1203,159,0,11,140,两江机场,长水机场,12,2,6,16,5,17,50
2103,桂林,昆明,3U4071,四川航空,B737,1031,159,0,11,38,两江机场,长水机场,3,29,2,21,50,23,35
2104,桂林,昆明,CZ5375,南方航空,B737,1031,159,0,5,127,两江机场,长水机场,12,28,1,21,50,23,35
2105,桂林,昆明,MF8475,厦门航空,B737,859,159,0,9,49,两江机场,长水机场,7,13,0,21,50,23,35
2106,桂林,昆明,MU8555,东方航空,B737,859,159,0,8,62,两江机场,长水机场,9,5,6,21,50,23,35
2107,桂林,昆明,NS8475,河北航空,B737,1289,159,0,9,60,两江机场,长水机场,5,8,0,21,50,23,35
2108,桂林,兰州,CZ3243,南方航空,ERJ-190,1486,78,0,0,71,两江机场,中川机场,5,22,0,12,10,14,40
2109,桂林,南昌,GS7810,天津航空,JET,820,20,0,0,2,两江机场,昌北机场,10,13,4,14,0,15,25
2110,桂林,南京,CZ6405,南方航空,B737,1669,159,0,2,31,两江机场,禄口机场,9,20,5,9,25,11,20
2111,桂林,南京,MF4054,厦门航空,B737,1430,159,0,6,17,两江机场,禄口机场,6,8,6,9,25,11,20
2112,桂林,南京,CA4728,中国国航,B737,1192,159,0,1,89,两江机场,禄口机场,5,12,3,12,45,14,40
2113,桂林,南京,SC4728,山东航空,B737,1430,159,0,6,99,两江机场,禄口机场,7,30,4,12,45,14,40
2114,桂林,南京,CA4932,中国国航,B737,1669,159,0,2,68,两江机场,禄口机场,11,1,1,20,20,22,15
2115,桂林,南京,CA4932,中国国航,B737,1192,159,0,9,123,两江机场,禄口机场,9,11,0,20,20,22,15
2116,桂林,南京,SC4932,山东航空,B737,834,159,0,4,142,两江机场,禄口机场,8,30,3,20,20,22,15
2117,桂林,南京,SC4932,山东航空,B737,1788,159,0,3,84,两江机场,禄口机场,4,14,2,20,20,22,15
2118,桂林,青岛,CA4646,中国国航,B737,2790,159,0,9,131,两江机场,流亭机场,5,24,5,13,55,18,50
2119,桂林,青岛,CA4646,中国国航,B737,2046,159,0,12,37,两江机场,流亭机场,6,11,3,13,55,18,50
2120,桂林,青岛,SC4646,山东航空,B737,1302,159,0,2,54,两江机场,流亭机场,8,18,1,13,55,18,50
2121,桂林,青岛,SC4646,山东航空,B737,1860,159,0,7,120,两江机场,流亭机场,1,20,6,13,55,18,50
2122,桂林,青岛,CA4932,中国国航,B737,1302,159,0,3,90,两江机场,流亭机场,9,12,6,20,20,0,40
2123,桂林,青岛,CA4932,中国国航,B737,1860,159,0,12,139,两江机场,流亭机场,5,3,5,20,20,0,40
2124,桂林,青岛,SC4932,山东航空,B737,1860,159,0,11,127,两江机场,流亭机场,9,27,5,20,20,0,40
2125,桂林,青岛,SC4932,山东航空,B737,2790,159,0,6,6,两江机场,流亭机场,9,13,5,20,20,0,40
2126,桂林,三亚,MU2237,东方航空,A320,592,158,0,2,87,两江机场,凤凰机场,7,6,0,10,10,11,50
2127,桂林,上海,FM9382,上海航空,B737,1111,159,0,6,90,两江机场,浦东机场,2,8,3,7,25,9,45
2128,桂林,上海,MU9382,东方航空,B737,1111,159,0,11,92,两江机场,浦东机场,9,15,3,7,25,9,45
2129,桂林,上海,FM9382,上海航空,B737,1667,159,0,7,18,两江机场,浦东机场,6,24,4,7,40,10,0
2130,桂林,上海,CZ3251,南方航空,B737,1528,159,0,5,33,两江机场,浦东机场,11,2,0,8,45,10,55
2131,桂林,上海,HU1806,海南航空,B737,1528,159,0,2,120,两江机场,浦东机场,5,5,3,12,15,14,30
2132,桂林,上海,Y87506,扬子江航空,B737,1250,159,0,12,55,两江机场,浦东机场,12,30,6,12,15,14,30
2133,桂林,上海,FM9350,上海航空,B737,972,159,0,11,59,两江机场,浦东机场,8,16,3,15,55,18,10
2134,桂林,上海,FM9350,上海航空,B737,2084,159,0,6,109,两江机场,浦东机场,7,7,6,15,55,18,10
2135,桂林,上海,MU9350,东方航空,B737,1250,159,0,3,46,两江机场,浦东机场,11,20,3,15,55,18,10
2136,桂林,上海,MU9350,东方航空,B737,1528,159,0,4,81,两江机场,浦东机场,1,6,6,15,55,18,10
2137,桂林,上海,FM9378,上海航空,B737,2084,159,0,6,97,两江机场,浦东机场,12,13,2,19,50,22,5
2138,桂林,上海,9C8806,春秋航空,A320,1250,158,0,2,21,两江机场,浦东机场,11,4,5,23,25,1,40
2139,桂林,石家庄,GT1027,桂林航空,A319,1497,124,0,0,59,两江机场,正定机场,4,2,0,8,0,10,50
2140,桂林,厦门,JD5153,首都航空,A320,1322,158,0,3,82,两江机场,高崎机场,11,20,3,11,15,12,55
2141,桂林,厦门,SC4764,山东航空,B737,1233,159,0,8,110,两江机场,高崎机场,7,1,5,14,25,16,0
2142,哈尔滨,北京,CZ6201,南方航空,A319,808,124,0,0,75,太平机场,首都机场,3,24,0,8,0,10,0
2143,哈尔滨,北京,CZ6219,南方航空,A321,909,177,0,7,135,太平机场,首都机场,8,27,6,8,25,10,25
2144,哈尔滨,北京,CZ6219,南方航空,A321,1010,177,0,14,42,太平机场,首都机场,8,10,2,8,25,10,30
2145,哈尔滨,北京,CA1640,中国国航,B737,1212,159,0,5,101,太平机场,首都机场,11,24,6,8,30,10,30
2146,哈尔滨,北京,NZ3944,新西兰航空,B737,1414,159,0,1,129,太平机场,首都机场,2,5,6,8,30,10,30
2147,哈尔滨,北京,CA1640,中国国航,B737,1414,159,0,11,105,太平机场,首都机场,4,3,6,8,30,10,35
2148,哈尔滨,北京,NZ3944,新西兰航空,B737,1313,159,0,4,75,太平机场,首都机场,10,2,1,8,30,10,35
2149,哈尔滨,北京,ZH1640,深圳航空,B737,1212,159,0,7,15,太平机场,首都机场,2,2,2,8,30,10,35
2150,哈尔滨,北京,CZ6219,南方航空,A321,1010,177,0,3,79,太平机场,首都机场,7,7,6,8,40,10,40
2151,哈尔滨,北京,CZ6219,南方航空,A321,808,177,0,0,52,太平机场,首都机场,12,18,4,8,40,10,45
2152,哈尔滨,北京,CN7130,大新华航空,B737,909,159,0,10,25,太平机场,首都机场,5,23,6,10,50,12,50
2153,哈尔滨,北京,HU7130,海南航空,B737,909,159,0,4,32,太平机场,首都机场,3,22,2,10,50,12,50
2154,哈尔滨,北京,HX1130,香港航空,B737,1515,159,0,6,119,太平机场,首都机场,4,27,3,10,50,12,50
2155,哈尔滨,北京,CA1644,中国国航,JET,1010,20,0,0,9,太平机场,首都机场,10,9,1,11,50,13,55
2156,哈尔滨,北京,ZH1644,深圳航空,JET,1212,20,0,0,8,太平机场,首都机场,8,24,2,11,50,13,55
2157,哈尔滨,北京,CZ6658,南方航空,A320,1313,158,0,4,107,太平机场,首都机场,5,18,4,13,55,15,55
2158,哈尔滨,北京,CZ6217,南方航空,A321,909,177,0,7,20,太平机场,首都机场,3,20,4,14,35,16,45
2159,哈尔滨,北京,CA1690,中国国航,B737,1111,159,0,3,0,太平机场,首都机场,8,30,3,15,10,17,10
2160,哈尔滨,北京,CZ9159,南方航空,B737,808,159,0,3,110,太平机场,首都机场,5,11,4,15,45,17,50
2161,哈尔滨,北京,MU2468,东方航空,B737,1010,159,0,7,138,太平机场,首都机场,12,27,2,15,45,17,50
2162,哈尔滨,北京,CA1624,中国国航,B737,707,159,0,5,110,太平机场,首都机场,8,16,3,16,5,18,5
2163,哈尔滨,北京,NZ3942,新西兰航空,B737,1010,159,0,8,34,太平机场,首都机场,9,24,1,16,5,18,5
2164,哈尔滨,北京,MU2718,东方航空,A320,707,158,0,2,146,太平机场,首都机场,10,14,3,17,5,19,5
2165,哈尔滨,北京,CZ6203,南方航空,A320,808,158,0,5,91,太平机场,首都机场,4,2,0,17,20,19,20
2166,哈尔滨,北京,CZ6268,南方航空,A320,1313,158,0,2,100,太平机场,首都机场,1,10,2,19,5,21,5
2167,哈尔滨,北京,3U8304,四川航空,A319,808,124,0,7,30,太平机场,首都机场,7,2,4,19,15,21,15
2168,哈尔滨,北京,CN7150,大新华航空,B737,1111,159,0,5,62,太平机场,首都机场,1,14,5,19,20,21,20
2169,哈尔滨,北京,CN7150,大新华航空,B737,909,159,0,3,7,太平机场,首都机场,2,24,1,19,20,21,20
2170,哈尔滨,北京,HU7150,海南航空,B737,707,159,0,3,104,太平机场,首都机场,1,31,2,19,20,21,20
2171,哈尔滨,北京,HU7150,海南航空,B737,808,159,0,12,2,太平机场,首都机场,8,27,6,19,20,21,20
2172,哈尔滨,北京,HX1150,香港航空,B737,1111,159,0,5,43,太平机场,首都机场,5,5,3,19,20,21,20
2173,哈尔滨,北京,HX1150,香港航空,B737,1212,159,0,3,90,太平机场,首都机场,10,29,2,19,20,21,20
2174,哈尔滨,北京,CA1622,中国国航,A320,1212,158,0,1,116,太平机场,首都机场,11,2,0,21,0,23,10
2175,哈尔滨,北京,NZ3940,新西兰航空,A320,1313,158,0,0,76,太平机场,首都机场,11,11,5,21,0,23,10
2176,哈尔滨,北京,ZH1622,深圳航空,A320,1010,158,0,3,74,太平机场,首都机场,8,11,1,21,0,23,10
2177,哈尔滨,北京,CZ6207,南方航空,A320,909,158,0,7,125,太平机场,首都机场,10,10,0,21,10,23,15
2178,哈尔滨,北京,MF1874,厦门航空,A320,1010,158,0,4,2,太平机场,首都机场,11,22,1,21,10,23,15
2179,哈尔滨,北京,MU3028,东方航空,A320,1010,158,0,0,88,太平机场,首都机场,11,16,0,21,10,23,15
2180,哈尔滨,北京,CN7128,大新华航空,B737,1515,159,0,1,21,太平机场,首都机场,6,20,1,21,50,23,55
2181,哈尔滨,北京,HU7128,海南航空,B737,1515,159,0,6,78,太平机场,首都机场,1,29,4,21,50,23,55
2182,哈尔滨,北京,HX1128,香港航空,B737,909,159,0,8,41,太平机场,首都机场,9,27,5,21,50,23,55
2183,哈尔滨,北京,CZ9740,南方航空,A320,1515,158,0,4,35,太平机场,首都机场,11,1,1,22,35,0,45
2184,哈尔滨,北京,MU5198,东方航空,A320,1313,158,0,5,55,太平机场,首都机场,10,7,3,22,35,0,45
2185,哈尔滨,北京,CN7128,大新华航空,B737,1111,159,0,3,128,太平机场,首都机场,5,3,5,22,50,0,55
2186,哈尔滨,长沙,CZ6271,南方航空,A320,2378,158,0,8,48,太平机场,黄花机场,6,14,0,7,50,11,45
